text,text_norm,label,label_full,score,chunk_idx,tese_id
Stacked Sparse Autoencoder,stacked sparse autoencoder,METODO,método ou técnica computacional,0.6472,13,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8152,13,11
deep learning,deep learning,METODO,método ou técnica computacional,0.6132,13,11
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.7248,15,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7658,15,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.867,15,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8303,15,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8651,16,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8563,16,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6429,16,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6411,16,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5017,17,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4103,18,11
Linguagem de Descrição de Hardware,linguagem de descrição de hardware,LANG,linguagem de programação,0.4198,27,11
Hardware Description Language,hardware description language,LANG,linguagem de programação,0.4267,27,11
Machine Learning,machine learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5642,27,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.6325,29,11
DNNs,dnns,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4553,30,11
DNN,dnn,METODO,método ou técnica computacional,0.4921,31,11
algoritmos,algoritmos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5838,36,11
algoritmos,algoritmos,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7142,36,11
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.5063,37,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5713,37,11
Hauck & DeHon,hauck & dehon,AUTOR,pesquisador ou autor,0.9235,37,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5788,37,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4727,38,11
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.883,38,11
GPU,gpu,HARDWARE,hardware ou plataforma embarcada,0.4736,38,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.665,39,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,METODO,método ou técnica computacional,0.5428,39,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,METODO,método ou técnica computacional,0.6222,41,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6031,42,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5276,43,11
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9604,44,11
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9306,45,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6079,47,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5745,47,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.6627,48,11
DNN,dnn,METODO,método ou técnica computacional,0.5092,48,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,METODO,método ou técnica computacional,0.5947,48,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5976,49,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9031,50,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.484,50,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9117,50,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8479,51,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8804,51,11
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.8329,51,11
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.8701,52,11
RTL,rtl,LANG,linguagem de programação,0.478,52,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8462,53,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7391,54,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8395,54,11
VHDL,vhdl,LANG,linguagem de programação,0.9037,54,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.6811,54,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7671,54,11
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4507,54,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8481,54,11
RTL,rtl,LANG,linguagem de programação,0.8952,54,11
algoritmo genético,algoritmo genético,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5902,55,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5293,55,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8412,56,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9071,56,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7134,57,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7755,57,11
Matlab,matlab,LANG,linguagem de programação,0.7363,57,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6852,57,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4777,60,11
DNNs,dnns,METODO,método ou técnica computacional,0.562,60,11
DNNs,dnns,METODO,método ou técnica computacional,0.5043,60,11
GPUs,gpus,HARDWARE,hardware ou plataforma embarcada,0.4947,60,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7375,61,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5366,61,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7675,62,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7285,62,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.454,64,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8129,65,11
CPU,cpu,HARDWARE,hardware ou plataforma embarcada,0.4308,65,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7534,65,11
CPU,cpu,HARDWARE,hardware ou plataforma embarcada,0.4449,65,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5853,66,11
VHDL,vhdl,LANG,linguagem de programação,0.9088,66,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8269,69,11
HLS,hls,LANG,linguagem de programação,0.4016,69,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.834,69,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4463,70,11
RTL,rtl,LANG,linguagem de programação,0.8207,70,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6028,70,11
RTL,rtl,LANG,linguagem de programação,0.8861,70,11
HLS,hls,LANG,linguagem de programação,0.4339,71,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.856,71,11
Verilog,verilog,LANG,linguagem de programação,0.5271,71,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8735,71,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.891,71,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8473,72,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8533,72,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.696,73,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7743,74,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7848,74,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.416,76,11
RTL,rtl,LANG,linguagem de programação,0.8886,77,11
RTL,rtl,LANG,linguagem de programação,0.7801,78,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5532,79,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,METODO,método ou técnica computacional,0.4547,80,11
RTL,rtl,LANG,linguagem de programação,0.8609,80,11
HLS,hls,LANG,linguagem de programação,0.6696,80,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.83,81,11
HLS,hls,LANG,linguagem de programação,0.4854,81,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7996,81,11
RTL,rtl,LANG,linguagem de programação,0.5389,81,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4381,83,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4382,83,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5696,85,11
Computação Reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7812,86,11
computação reconﬁgurável,computação reconﬁgurável,METODO,método ou técnica computacional,0.7338,86,11
ASICs,asics,HARDWARE,hardware ou plataforma embarcada,0.5409,88,11
ASICs,asics,HARDWARE,hardware ou plataforma embarcada,0.507,88,11
CPLDs,cplds,HARDWARE,hardware ou plataforma embarcada,0.4283,90,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5492,90,11
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.9656,90,11
Azarian & Ahmadi,azarian & ahmadi,AUTOR,pesquisador ou autor,0.9537,90,11
Kuon & Rose,kuon & rose,AUTOR,pesquisador ou autor,0.8183,91,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5759,91,11
ASICs,asics,HARDWARE,hardware ou plataforma embarcada,0.517,91,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4526,92,11
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.5152,92,11
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.5136,92,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4781,92,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8436,93,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8738,95,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4061,95,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.4304,95,11
Altera,altera,EMPRESA,organização ou empresa de tecnologia,0.6477,96,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.6048,96,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5858,97,11
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.4947,97,11
CLB,clb,HARDWARE,hardware ou plataforma embarcada,0.4362,97,11
LUT,lut,LANG,linguagem de programação,0.4488,98,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5776,98,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.4952,99,11
LUT,lut,LANG,linguagem de programação,0.4708,99,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7853,100,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8467,100,11
HDL,hdl,LANG,linguagem de programação,0.4515,101,11
VHDL,vhdl,LANG,linguagem de programação,0.9265,101,11
Verilog,verilog,LANG,linguagem de programação,0.9112,101,11
Python,python,LANG,linguagem de programação,0.965,103,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5105,104,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9161,105,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9426,105,11
Hauck & DeHon,hauck & dehon,AUTOR,pesquisador ou autor,0.9028,106,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.761,106,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.901,107,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9078,107,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8468,108,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6926,109,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8195,110,11
Hauck & DeHon,hauck & dehon,AUTOR,pesquisador ou autor,0.9178,110,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8697,110,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.7375,111,11
Machine Learning,machine learning,METODO,método ou técnica computacional,0.6239,115,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8399,119,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.7314,122,11
Machine Learning,machine learning,METODO,método ou técnica computacional,0.6991,122,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.778,123,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.5299,127,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.6103,127,11
Redes Neurais Convolucionais,rede neural convolucional,METODO,método ou técnica computacional,0.6502,127,11
bioinformática,bioinformática,METODO,método ou técnica computacional,0.4526,128,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.6513,128,11
MLP,mlp,LANG,linguagem de programação,0.5957,133,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.755,138,11
stacked sparse autoencoder,stacked sparse autoencoder,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4418,147,11
DNN,dnn,HARDWARE,hardware ou plataforma embarcada,0.4876,163,11
PEs,pes,HARDWARE,hardware ou plataforma embarcada,0.5434,163,11
PEs,pes,HARDWARE,hardware ou plataforma embarcada,0.5645,163,11
softmax,softmax,FRAMEWORK,framework ou biblioteca de software,0.5751,168,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7803,170,11
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.4057,180,11
rede,rede,HARDWARE,hardware ou plataforma embarcada,0.4668,181,11
rede,rede,HARDWARE,hardware ou plataforma embarcada,0.6063,181,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7158,190,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.7024,198,11
Deep Learning,deep learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7956,203,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8801,205,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8831,205,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7385,207,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7918,208,11
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.8551,209,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.6999,209,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.466,209,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4705,210,11
PEs,pes,HARDWARE,hardware ou plataforma embarcada,0.3809,210,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5559,212,11
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7889,215,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.8128,220,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7783,221,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5504,222,11
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.5522,222,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8942,230,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9322,230,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.4523,239,11
Stacked Sparse Autoencoder,stacked sparse autoencoder,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5818,239,11
DNN,dnn,LANG,linguagem de programação,0.6477,240,11
RTL,rtl,LANG,linguagem de programação,0.7786,240,11
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7063,241,11
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5476,242,11
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.5793,243,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6691,243,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.696,247,11
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4717,249,11
Mahmood Ahmadi,mahmood ahmadi,AUTOR,pesquisador ou autor,0.815,249,11
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8257,249,11
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8745,249,11
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.4947,251,11
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6355,252,11
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.757,252,11
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.6191,252,11
Deep learning,deep learning,METODO,método ou técnica computacional,0.5716,252,11
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.8463,253,11
Deep Learning,deep learning,METODO,método ou técnica computacional,0.6854,254,11
IEEE,ieee,EMPRESA,organização ou empresa de tecnologia,0.855,259,11
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9743,0,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5547,0,12
Programa de Pós-Graduação em Engenharia,programa de pós-graduação em engenharia,INSTITUICAO,instituição de ensino ou pesquisa,0.7327,1,12
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8867,2,12
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9416,3,12
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.852,3,12
Divisão de Serviços Técnicos,divisão de serviços técnicos,INSTITUICAO,instituição de ensino ou pesquisa,0.6703,3,12
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9382,4,12
Matheus Fernandes,matheus fernandes,AUTOR,pesquisador ou autor,0.9191,4,12
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5009,4,12
Matheus Fernandes,matheus fernandes,AUTOR,pesquisador ou autor,0.8939,4,12
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9648,5,12
